id,host_id,host_response_time,host_response_rate,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,reviews_per_month
80635,436145,within an hour,1,Centrum-West,Amsterdam,1013,52.37876,4.89264,Boutique hotel,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,""Paid parking off premises"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Pocket wifi"",""Coffee maker"",Refrigerator,""EV charger"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Accessible-height bed"",""Step-free access"",""Host greets you"",Waterfront,""Handheld shower head""}",105,,,20,1,2,1125,165,15,43520,95,1.7
82482,186729,within an hour,1,Centrum-West,Amsterdam,1016,52.37026,4.88003,Guesthouse,Entire home/apt,4,1,1,2,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Children?ôs books and toys"",""Pack ?ôn Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Ground floor access"",""Host greets you""}",95,702,2478,14,2,1,14,716,107,43515,88,7.62
82748,450453,within a few hours,1,Centrum-West,Amsterdam,1011,52.37307,4.89343,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",249,,,25,2,3,365,118,9,43470,96,1.23
83498,124245,within an hour,1,Centrum-West,Amsterdam,1017,52.36723,4.89124,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Private entrance"",""Hot water"",""Host greets you""}",45,315,1350,,1,2,365,429,92,43525,94,7.04
84057,459028,within an hour,1,De Baarsjes - Oud-West,Amsterdam,1057,52.36488,4.8511,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you"",""Paid parking on premises""}",100,600,1500,15,1,3,60,72,23,43525,94,0.77
91535,494281,N/A,N/A,De Pijp - Rivierenbuurt,Amsterdam,,52.35725,4.89588,Boat,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Iron,""Laptop friendly workspace""}",189,,,25,2,3,18,29,6,43388,97,0.31
96048,510526,within a day,1,Centrum-Oost,Amsterdam,1011,52.3727,4.90776,Bed and breakfast,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Paid parking off premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",75,,,25,2,1,365,128,33,43516,84,2.58
97221,195859,within an hour,1,Slotervaart,Amsterdam,1062,52.3491,4.83611,Bed and breakfast,Private room,2,1,1,2,Real Bed,"{Wifi,Breakfast,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",40,,,50,2,2,8,148,36,43507,89,1.59
107195,249794,within an hour,1,Centrum-Oost,Amsterdam,1018,52.37007,4.9196,Apartment,Entire home/apt,3,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",150,,,30,2,2,365,33,9,43506,95,0.36
107972,558976,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1054,52.36397,4.87651,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Breakfast,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Luggage dropoff allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Handheld shower head""}",100,550,,25,2,3,7,78,10,43515,98,0.82
108890,563208,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1054 TN,52.36083,4.85667,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",100,,,30,2,5,30,3,1,43250,100,0.13
115795,468497,within a day,0.5,De Pijp - Rivierenbuurt,Amsterdam,1073,52.35244,4.89595,Bed and breakfast,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",165,1053,3717,50,2,90,365,105,0,42928,89,1.2
118097,538659,within an hour,1,Centrum-West,Amsterdam,1017,52.36571,4.88464,Guest suite,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Paid parking off premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",99,595,1600,0,1,4,100,326,63,43528,96,3.87
118117,596513,within an hour,0.9,De Baarsjes - Oud-West,Amsterdam,1053,52.36888,4.86955,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",87,589,2079,25,1,3,1124,498,60,43515,93,5.33
120872,607597,within an hour,0.9,Bos en Lommer,Amsterdam,1055 RC,52.38193,4.85541,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}",99,,,40,2,2,21,143,9,43496,93,1.55
125425,623749,N/A,N/A,Oud-Oost,Amsterdam,1093,52.36097,4.92761,Other,Entire home/apt,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",100,500,,,2,3,7,38,0,42688,95,0.41
130390,642044,N/A,N/A,De Pijp - Rivierenbuurt,Amsterdam,1072,52.35517,4.88969,Apartment,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Wifi,Kitchen,Heating,Washer,Dryer}",80,595,2400,30,1,2,730,29,0,43023,97,0.32
137026,670266,within a day,0.8,De Pijp - Rivierenbuurt,Amsterdam,1074,52.35361,4.90562,Townhouse,Private room,6,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Children?ôs books and toys"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Host greets you""}",259,,,50,4,3,360,90,13,43469,96,1.03
141708,689016,within a few hours,1,Oostelijk Havengebied - Indische Buurt,Amsterdam,1094,52.36461,4.93892,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Other}",98,,,,2,6,30,82,3,43388,95,0.88
148132,715549,within a day,1,De Baarsjes - Oud-West,Amsterdam,1053 SK,52.3686,4.86487,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",Essentials,""Private living room"",""Hot water"",Other}",52,,,,1,2,7,4,4,43429,95,0.87
150634,725727,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1053,52.36674,4.86746,Apartment,Private room,2,1,1,2,Real Bed,"{Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Hot water"",Other}",120,580,1300,30,2,2,100,52,12,43275,89,1.48
152280,732783,within an hour,1,Bos en Lommer,Amsterdam,1055,52.37961,4.85443,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Children?ôs books and toys"",Crib,""Pack ?ôn Play/travel crib"",""Room-darkening shades"",""Hot water"",""Host greets you"",""Paid parking on premises""}",89,,,19,2,1,21,587,80,43467,88,6.28
156815,753530,within an hour,1,Oud-Noord,Amsterdam,1023 BT,52.38892,4.94024,Boat,Entire home/apt,16,4,10,16,Real Bed,"{Wifi,Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",""Host greets you"",Waterfront}",695,3965,9995,100,1,2,365,30,10,43521,95,0.34
162467,776296,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1058,52.36368,4.85506,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard""}",145,,,30,1,3,21,48,8,43478,94,0.64
165833,790547,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1056,52.37336,4.85754,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children?ôs books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",74,,,50,1,2,5,37,1,43243,97,0.68
168769,436145,within an hour,1,Centrum-West,Amsterdam,1013,52.37916,4.89409,Boutique hotel,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,""Paid parking off premises"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Accessible-height toilet"",""Wide entryway"",""Host greets you"",Waterfront,""Handheld shower head""}",115,,,20,1,2,1124,214,37,43528,90,2.36
169356,806976,within a day,1,Centrum-West,Amsterdam,1015,52.38172,4.8831,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Extra pillows and blankets"",""Patio or balcony""}",190,700,,50,1,7,20,18,3,43341,100,0.2
171054,815989,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1052,52.36916,4.86643,Apartment,Entire home/apt,3,1,2,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Hot tub"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Hot water kettle""}",120,650,1554,,2,6,12,103,1,43432,95,1.11
171631,818479,within an hour,1,De Baarsjes - Oud-West,Amsterdam,1058,52.36339,4.85402,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you"",""Paid parking on premises""}",89,,,94,1,3,10,45,1,43193,96,0.49
175989,58458,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1054,52.35964,4.86713,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children?ôs books and toys"",""Pack ?ôn Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Well-lit path to entrance"",Other}",100,800,2500,60,2,3,30,99,2,43203,97,1.09
179528,856540,within a few hours,1,De Pijp - Rivierenbuurt,Amsterdam,1078,52.34231,4.89419,Apartment,Entire home/apt,3,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide entryway"",""Host greets you""}",230,,2751,0,4,29,120,26,0,42797,89,0.29
182839,876866,within an hour,1,Oud-Noord,Amsterdam,1031,52.38624,4.90067,Apartment,Entire home/apt,2,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit""}",125,825,3000,30,4,30,365,15,0,41116,98,0.18
184282,883996,within a few hours,1,Centrum-Oost,Amsterdam,1017,52.36321,4.88905,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",230,1300,3000,,1,3,365,164,27,43504,92,1.84
188347,907405,within a day,1,De Baarsjes - Oud-West,Amsterdam,1057,52.36824,4.85321,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",50,,,,1,1,4,329,38,43517,93,3.59
189754,915591,within an hour,1,Centrum-West,Amsterdam,1012,52.37433,4.89247,Bed and breakfast,Private room,4,1,1,4,Real Bed,"{TV,""Cable TV"",Wifi,""Paid parking off premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",Crib,""Hot water"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head"",""Roll-in shower""}",160,851,3200,20,2,2,365,138,39,43513,95,1.52
190585,920732,within a day,1,Westerpark,Amsterdam,1051,52.38487,4.87248,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo}",110,650,,,2,4,12,88,10,43438,98,0.96
