SeriesCode,Topic,IndicatorName,ShortDefinition,LongDefinition,UnitOfMeasure,industryCode,measureUnit,code
DT.DSF.DPPG.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Debt stock reduction (current US$),,"Debt stock reductions show the amount that has been netted out of the stock of debt using debt conversion schemes such as buybacks and equity swaps or the discounted value of long-term bonds that were issued in exchange for outstanding debt. It includes the effect of any financial operation that will reduce the debt stock other than debt stock restructuring, repayment of principal and debt forgiven. In particular, debt stock reduction will include the face value of debt bought back, the face value of debt swapped for equity (or ""nature"" or ""development""), any face value reduction that might result as the consequence of a bond exchange, and any face value reduction resulting from an exchange of debt for discount bonds. Data are in current U.S. dollars.",,DT,CD,DSF.DPPG
DT.DXR.DPPG.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Debt stock rescheduled (current US$),,Debt stocks rescheduled is the amount of debt outstanding rescheduled in any given year. Data are in current U.S. dollars.,,DT,CD,DXR.DPPG
DT.IXA.DPPG.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","Interest arrears, long-term DOD (US$)",,"Interest in arrears on long-term debt is defined as interest payment due but not paid, on a cumulative basis. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",,DT,CD,IXA.DPPG
DT.IXA.OFFT.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","Interest arrears, official creditors (current US$)",,"Interest in arrears on long-term debt is defined as interest payment due but not paid, on a cumulative basis. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",,DT,CD,IXA.OFFT
DT.IXA.PRVT.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","Interest arrears, private creditors (current US$)",,"Interest in arrears on long-term debt is defined as interest payment due but not paid, on a cumulative basis. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",,DT,CD,IXA.PRVT
DT.IXF.DPPG.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Interest forgiven (current US$),,Interest forgiven is the amount of interest due or in arrears that was written off or forgiven in any given year. Data are in current U.S. dollars.,,DT,CD,IXF.DPPG
DT.IXR.DPPG.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Interest rescheduled (capitalized) (current US$),,Interest rescheduled is the amount of interest due or in arrears that was rescheduled in any given year. (Interest capitalized is the interest that became part of the stock of debt due to a rescheduling operation.) Data are in current U.S. dollars.,,DT,CD,IXR.DPPG
DT.IXR.OFFT.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","Interest rescheduled, official (current US$)",,"Interest rescheduled is the amount of interest due or in arrears that was rescheduled in any given year. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organizations include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.",,DT,CD,IXR.OFFT
DT.IXR.PRVT.CD,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","Interest rescheduled, private (current US$)",,"Interest rescheduled is the amount of interest due or in arrears that was rescheduled in any given year. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",,DT,CD,IXR.PRVT
DT.IXA.DPPG.CD.CG,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Net change in interest arrears (current US$),,Net change in interest arrears is the variation in the total amount of interest in arrears between two consecutive years. Data are in current U.S. dollars.,,DT,CG,IXA.DPPG.CD
